data_date,org_code,elec_type,data_value,trade_code
2020-02-01,32412,2,19809969,U
2020-02-01,32413,2,30721011,U
2020-03-01,32401,2,20688878,U
2020-03-01,32402,2,8930377,U
2020-03-01,32403,2,48466848,U
2020-03-01,32404,2,14232152,U
2020-03-01,32405,2,17070909,U
2020-03-01,32406,2,62749931,U
2020-03-01,32407,2,48042038,U
2020-03-01,32408,2,28309514,U
2020-03-01,32409,2,66895938,U
2020-03-01,32410,2,32623605,U
2020-03-01,32411,2,9548568,U
2020-03-01,32412,2,25627348,U
2020-03-01,32413,2,38082744,U
2020-04-01,32401,2,21289416,U
2020-04-01,32402,2,10380622,U
2020-04-01,32403,2,50817199,U
2020-04-01,32404,2,16962775,U
2020-04-01,32405,2,18449791,U
2020-04-01,32406,2,68462786,U
2020-04-01,32407,2,46422510,U
2020-04-01,32408,2,33597467,U
2020-04-01,32409,2,81365525,U
2020-04-01,32410,2,46014894,U
2020-04-01,32411,2,9383152,U
2020-04-01,32412,2,28220394,U
2020-04-01,32413,2,40917203,U
2020-05-01,32401,2,28658297,U
2020-05-01,32402,2,20476538,U
2020-05-01,32403,2,60224080,U
2020-05-01,32404,2,28728131,U
2020-05-01,32405,2,30588012,U
2020-05-01,32406,2,77877297,U
2020-05-01,32407,2,63065310,U
2020-05-01,32408,2,53039732,U
2020-05-01,32409,2,100699268,U
2020-05-01,32410,2,66281562,U
2020-05-01,32411,2,12469489,U
2020-05-01,32412,2,39610778,U
2020-05-01,32413,2,53069218,U
2020-06-01,32401,2,36833539,U
2020-06-01,32402,2,26693053,U
2020-06-01,32403,2,75766457,U
2020-06-01,32404,2,34777577,U
2020-06-01,32405,2,40092603,U
2020-06-01,32406,2,83398516,U
2020-06-01,32407,2,85032344,U
2020-06-01,32408,2,72442612,U
2020-06-01,32409,2,137034390,U
2020-06-01,32410,2,82062365,U
2020-06-01,32411,2,19355027,U
2020-06-01,32412,2,59918941,U
2020-06-01,32413,2,67767345,U
2020-07-01,32401,2,39588949,U
2020-07-01,32402,2,31117308,U
2020-07-01,32403,2,78852074,U
2020-07-01,32404,2,37897657,U
2020-07-01,32405,2,44619885,U
2020-07-01,32406,2,77676795,U
2020-07-01,32407,2,91932104,U
2020-07-01,32408,2,58855103,U
2020-07-01,32409,2,144921995,U
2020-07-01,32410,2,73830901,U
2020-07-01,32411,2,22129790,U
2020-07-01,32412,2,67911450,U
2020-07-01,32413,2,63479185,U
2020-08-01,32401,2,50067409,U
2020-08-01,32402,2,48476664,U
2020-08-01,32403,2,98178831,U
2020-08-01,32404,2,62226769,U
2020-08-01,32405,2,61084031,U
2020-08-01,32406,2,130047749,U
2020-08-01,32407,2,114987923,U
2020-08-01,32408,2,83287502,U
2020-08-01,32409,2,223453075,U
2020-08-01,32410,2,90890711,U
2020-08-01,32411,2,33429119,U
2020-08-01,32412,2,98116453,U
2020-08-01,32413,2,92586484,U
2020-09-01,32401,2,35201075,U
2020-09-01,32402,2,35791354,U
2020-09-01,32403,2,78340995,U
2020-09-01,32404,2,44494732,U
2020-09-01,32405,2,45210800,U
2020-09-01,32406,2,110196570,U
2020-09-01,32407,2,91871170,U
2020-09-01,32408,2,59572409,U
2020-09-01,32409,2,174526424,U
2020-09-01,32410,2,66443614,U
2020-09-01,32411,2,21188549,U
2020-09-01,32412,2,71508826,U
2020-09-01,32413,2,75125652,U
2020-10-01,32401,2,28211724,U
2020-10-01,32402,2,22865462,U
2020-10-01,32403,2,61062198,U
2020-10-01,32404,2,28326059,U
2020-10-01,32405,2,31896917,U
2020-10-01,32406,2,94747564,U
2020-10-01,32407,2,65545458,U
2020-10-01,32408,2,41676855,U
2020-10-01,32409,2,126722868,U
2020-10-01,32410,2,37809033,U
2020-10-01,32411,2,14602737,U
2020-10-01,32412,2,48005582,U
2020-10-01,32413,2,50333440,U
2020-11-01,32401,2,27872533,U
2020-11-01,32402,2,17074433,U
2020-11-01,32403,2,58799576,U
2020-11-01,32404,2,22108909,U
2020-11-01,32405,2,27923442,U
2020-11-01,32406,2,87605593,U
2020-11-01,32407,2,58391710,U
2020-11-01,32408,2,38233745,U
2020-11-01,32409,2,102217191,U
2020-11-01,32410,2,38033986,U
2020-11-01,32411,2,17223794,U
2020-11-01,32412,2,43775406,U
2020-11-01,32413,2,42885930,U
2020-12-01,32401,2,29756163,U
2020-12-01,32402,2,15336592,U
2020-12-01,32403,2,64206280,U
2020-12-01,32404,2,18978045,U
2020-12-01,32405,2,22418570,U
2020-12-01,32406,2,67705407,U
2020-12-01,32407,2,69936234,U
2020-12-01,32408,2,38973911,U
2020-12-01,32409,2,85213167,U
2020-12-01,32410,2,33279531,U
2020-12-01,32411,2,18102101,U
2020-12-01,32412,2,36308124,U
2020-12-01,32413,2,46089391,U
2021-01-01,32401,2,28568450,U
2021-01-01,32402,2,15447554,U
2021-01-01,32403,2,69443864,U
2021-01-01,32404,2,19675098,U
2021-01-01,32405,2,23767233,U
2021-01-01,32406,2,61075884,U
2021-01-01,32407,2,72227221,U
2021-01-01,32408,2,39552361,U
2021-01-01,32409,2,88608423,U
2021-01-01,32410,2,30115469,U
2021-01-01,32411,2,16640803,U
2021-01-01,32412,2,33832948,U
2021-01-01,32413,2,47863737,U
2021-02-01,32401,2,18107331,U
2021-02-01,32402,2,9363544,U
2021-02-01,32403,2,47128941,U
2021-02-01,32404,2,12528512,U
2021-02-01,32405,2,15423266,U
2021-02-01,32406,2,53966506,U
2021-02-01,32407,2,58168133,U
2021-02-01,32408,2,30633089,U
2021-02-01,32409,2,66618510,U
2021-02-01,32410,2,18608845,U
2021-02-01,32411,2,10170153,U
2021-02-01,32412,2,23465636,U
2021-02-01,32413,2,35577799,U
2021-03-01,32401,2,22985163,U
2021-03-01,32402,2,10952934,U
2021-03-01,32403,2,55221411,U
2021-03-01,32404,2,15467055,U
2021-03-01,32405,2,20132291,U
2021-03-01,32406,2,81940011,U
2021-03-01,32407,2,69334541,U
2021-03-01,32408,2,35898683,U
2021-03-01,32409,2,94680095,U
2021-03-01,32410,2,29536500,U
2021-03-01,32411,2,13054229,U
2021-03-01,32412,2,33703480,U
2021-03-01,32413,2,45558697,U
2021-04-01,32401,2,22825937,U
2021-04-01,32402,2,13110673,U
2021-04-01,32403,2,57199711,U
2021-04-01,32404,2,18946726,U
2021-04-01,32405,2,20340850,U
2021-04-01,32406,2,89138396,U
2021-04-01,32407,2,64599582,U
2021-04-01,32408,2,39563593,U
2021-04-01,32409,2,109155247,U
2021-04-01,32410,2,35116437,U
2021-04-01,32411,2,13692615,U
2021-04-01,32412,2,33311221,U
2021-04-01,32413,2,46113121,U
2021-05-01,32401,2,28984644,U
2021-05-01,32402,2,21647726,U
2021-05-01,32403,2,64701534,U
2021-05-01,32404,2,29517793,U
2021-05-01,32405,2,33217467,U
2021-05-01,32406,2,98408698,U
2021-05-01,32407,2,74453581,U
2021-05-01,32408,2,48466467,U
2021-05-01,32409,2,135807597,U
2021-05-01,32410,2,39498351,U
2021-05-01,32411,2,17149417,U
2021-05-01,32412,2,47467578,U
2021-05-01,32413,2,56773278,U
2021-06-01,32401,2,38918801,U
2021-06-01,32402,2,33087655,U
2021-06-01,32403,2,94663648,U
2021-06-01,32404,2,42241398,U
2021-06-01,32405,2,45631703,U
2021-06-01,32406,2,115013607,U
2021-06-01,32407,2,111333264,U
2021-06-01,32408,2,87871737,U
2021-06-01,32409,2,206241473,U
2021-06-01,32410,2,78172958,U
2021-06-01,32411,2,25910604,U
2021-06-01,32412,2,80835638,U
2021-06-01,32413,2,92996488,U
2021-07-01,32401,2,47902484,U
2021-07-01,32402,2,41241194,U
2021-07-01,32403,2,102171567,U
2021-07-01,32404,2,50580191,U
2021-07-01,32405,2,56304889,U
2021-07-01,32406,2,113811674,U
2021-07-01,32407,2,122992660,U
2021-07-01,32408,2,84903614,U
2021-07-01,32409,2,214640019,U
2021-07-01,32410,2,102965275,U
2021-07-01,32411,2,32226528,U
2021-07-01,32412,2,97038163,U
2021-07-01,32413,2,91081835,U
2021-08-01,32401,2,49487591,U
2021-08-01,32402,2,46814492,U
2021-08-01,32403,2,109099919,U
2021-08-01,32404,2,56461255,U
2021-08-01,32405,2,62091247,U
2021-08-01,32406,2,140833549,U
2021-08-01,32407,2,127461383,U
2021-08-01,32408,2,93406864,U
2021-08-01,32409,2,249020472,U
2021-08-01,32410,2,98986126,U
2021-08-01,32411,2,30028837,U
2021-08-01,32412,2,108081460,U
2021-08-01,32413,2,98643630,U
2021-09-01,32401,2,47754972,U
2021-09-01,32402,2,44547142,U
2021-09-01,32403,2,84909135,U
2021-09-01,32404,2,56575782,U
2021-09-01,32405,2,56016876,U
2021-09-01,32406,2,142933338,U
2021-09-01,32407,2,103770387,U
2021-09-01,32408,2,74993405,U
2021-09-01,32409,2,213561633,U
2021-09-01,32410,2,73894995,U
2021-09-01,32411,2,29856578,U
2021-09-01,32412,2,90207962,U
2021-09-01,32413,2,81466429,U
2021-10-01,32401,2,38374991,U
2021-10-01,32402,2,31938199,U
2021-10-01,32403,2,71532579,U
2021-10-01,32404,2,41404858,U
2021-10-01,32405,2,43754312,U
2021-10-01,32406,2,126130392,U
2021-10-01,32407,2,80337768,U
2021-10-01,32408,2,54476022,U
2021-10-01,32409,2,168378543,U
2021-10-01,32410,2,46904077,U
2021-10-01,32411,2,21209429,U
2021-10-01,32412,2,67997538,U
2021-10-01,32413,2,60332131,U
2021-11-01,32401,2,30756786,U
2021-11-01,32402,2,19000410,U
2021-11-01,32403,2,66245515,U
2021-11-01,32404,2,24410572,U
2021-11-01,32405,2,32650632,U
2021-11-01,32406,2,110031301,U
2021-11-01,32407,2,66974347,U
2021-11-01,32408,2,46753042,U
2021-11-01,32409,2,127623412,U
2021-11-01,32410,2,34258689,U
2021-11-01,32411,2,18678249,U
2021-11-01,32412,2,52879494,U
2021-11-01,32413,2,49326148,U
2021-12-01,32401,2,29166914,U
2021-12-01,32402,2,17303837,U
2021-12-01,32403,2,72380297,U
2021-12-01,32404,2,21626096,U
2021-12-01,32405,2,28252367,U
2021-12-01,32406,2,99731790,U
2021-12-01,32407,2,79384332,U
2021-12-01,32408,2,47363636,U
2021-12-01,32409,2,107093039,U
2021-12-01,32410,2,29187821,U
2021-12-01,32411,2,21011589,U
2021-12-01,32412,2,45514651,U
2021-12-01,32413,2,52859656,U
2022-01-01,32401,2,28539352,U
2022-01-01,32402,2,16920004,U
2022-01-01,32403,2,73177444,U
2022-01-01,32404,2,20947625,U
2022-01-01,32405,2,26939949,U
2022-01-01,32406,2,84443715,U
2022-01-01,32407,2,81580871,U
2022-01-01,32408,2,44820846,U
2022-01-01,32409,2,99739454,U
2022-01-01,32410,2,26512780,U
2022-01-01,32411,2,19891158,U
2022-01-01,32412,2,34007452,U
2022-01-01,32413,2,49828466,U
2022-02-01,32401,2,23798000,U
2022-02-01,32402,2,12509221,U
2022-02-01,32403,2,63105386,U
2022-02-01,32404,2,16636898,U
2022-02-01,32405,2,20098227,U
2022-02-01,32406,2,74735288,U
2022-02-01,32407,2,70712303,U
2022-02-01,32408,2,36736570,U
2022-02-01,32409,2,86853037,U
2022-02-01,32410,2,23334765,U
2022-02-01,32411,2,14553357,U
2022-02-01,32412,2,30884856,U
2022-02-01,32413,2,44330187,U
2022-03-01,32401,2,27717217,U
2022-03-01,32402,2,12887610,U
2022-03-01,32403,2,67550853,U
2022-03-01,32404,2,18212535,U
2022-03-01,32405,2,23433329,U
2022-03-01,32406,2,97484095,U
2022-03-01,32407,2,72016004,U
2022-03-01,32408,2,42669545,U
2022-03-01,32409,2,115460092,U
2022-03-01,32410,2,34358627,U
2022-03-01,32411,2,15914928,U
2022-03-01,32412,2,37055088,U
2022-03-01,32413,2,51156926,U
2022-04-01,32401,2,26715577,U
2022-04-01,32402,2,13781973,U
2022-04-01,32403,2,67963761,U
2022-04-01,32404,2,21636444,U
2022-04-01,32405,2,23449310,U
2022-04-01,32406,2,103922511,U
2022-04-01,32407,2,68433114,U
2022-04-01,32408,2,44079100,U
2022-04-01,32409,2,128755768,U
2022-04-01,32410,2,40030959,U
2022-04-01,32411,2,16421750,U
2022-04-01,32412,2,37320912,U
2022-04-01,32413,2,55480639,U
2022-05-01,32401,2,34100284,U
2022-05-01,32402,2,21860577,U
2022-05-01,32403,2,91408457,U
2022-05-01,32404,2,33071352,U
2022-05-01,32405,2,36397167,U
2022-05-01,32406,2,123664779,U
2022-05-01,32407,2,92484910,U
2022-05-01,32408,2,70156158,U
2022-05-01,32409,2,166897552,U
2022-05-01,32410,2,65249399,U
2022-05-01,32411,2,20531885,U
2022-05-01,32412,2,57030246,U
2022-05-01,32413,2,83695074,U
2019-01-01,32401,3,2558036753,U
2019-01-01,32402,3,2880132080,U
2019-01-01,32403,3,879483130,U
2019-01-01,32404,3,2314461438,U
2019-01-01,32405,3,7285546875,U
2019-01-01,32406,3,1593918397,U
2019-01-01,32407,3,544880199,U
2019-01-01,32408,3,664472679,U
2019-01-01,32409,3,1433166725,U
2019-01-01,32410,3,1080124868,U
2019-01-01,32411,3,859233857,U
2019-01-01,32412,3,1411008229,U
2019-01-01,32413,3,834612603,U
2019-02-01,32401,3,2548157929,U
2019-02-01,32402,3,2237718484,U
2019-02-01,32403,3,738063289,U
2019-02-01,32404,3,1710955274,U
2019-02-01,32405,3,5873981492,U
2019-02-01,32406,3,1138438650,U
2019-02-01,32407,3,519008356,U
2019-02-01,32408,3,550564943,U
2019-02-01,32409,3,1245915938,U
2019-02-01,32410,3,884253038,U
2019-02-01,32411,3,655053644,U
2019-02-01,32412,3,1131714247,U
2019-02-01,32413,3,650374099,U
2019-03-01,32401,3,2727759250,U
2019-03-01,32402,3,3326391696,U
2019-03-01,32403,3,935143079,U
2019-03-01,32404,3,2508599642,U
2019-03-01,32405,3,8159675653,U
2019-03-01,32406,3,1745192977,U
2019-03-01,32407,3,548165569,U
2019-03-01,32408,3,727027335,U
2019-03-01,32409,3,1573762271,U
2019-03-01,32410,3,1127646361,U
2019-03-01,32411,3,918655243,U
2019-03-01,32412,3,1521170117,U
2019-03-01,32413,3,937976239,U
2019-04-01,32401,3,2383088151,U
2019-04-01,32402,3,3285705565,U
2019-04-01,32403,3,1049895683,U
2019-04-01,32404,3,2505224664,U
2019-04-01,32405,3,7953078968,U
2019-04-01,32406,3,1721079484,U
2019-04-01,32407,3,545163520,U
2019-04-01,32408,3,729800170,U
2019-04-01,32409,3,1417115361,U
2019-04-01,32410,3,1128647880,U
2019-04-01,32411,3,961468313,U
2019-04-01,32412,3,1512525653,U
2019-04-01,32413,3,927771512,U
2019-05-01,32401,3,2590461717,U
2019-05-01,32402,3,3373719752,U
2019-05-01,32403,3,1166050486,U
2019-05-01,32404,3,2662166394,U
2019-05-01,32405,3,8326681892,U
2019-05-01,32406,3,1749768088,U
2019-05-01,32407,3,579608636,U
2019-05-01,32408,3,742354133,U
2019-05-01,32409,3,1467460318,U
2019-05-01,32410,3,1179463335,U
2019-05-01,32411,3,1064705439,U
2019-05-01,32412,3,1589596837,U
2019-05-01,32413,3,956289220,U
2019-06-01,32401,3,2772420763,U
2019-06-01,32402,3,3332332956,U
2019-06-01,32403,3,1122148584,U
2019-06-01,32404,3,2562115883,U
2019-06-01,32405,3,8367016012,U
2019-06-01,32406,3,1708379835,U
2019-06-01,32407,3,563677504,U
2019-06-01,32408,3,716613128,U
2019-06-01,32409,3,1392374233,U
2019-06-01,32410,3,1189335950,U
2019-06-01,32411,3,973183631,U
2019-06-01,32412,3,1519489390,U
2019-06-01,32413,3,936236261,U
2019-07-01,32401,3,3163187361,U
2019-07-01,32402,3,3697791228,U
2019-07-01,32403,3,1201221366,U
2019-07-01,32404,3,2812789659,U
2019-07-01,32405,3,9235163908,U
2019-07-01,32406,3,1864131443,U
2019-07-01,32407,3,630870852,U
2019-07-01,32408,3,790518933,U
2019-07-01,32409,3,1537764087,U
2019-07-01,32410,3,1299410766,U
2019-07-01,32411,3,1050646226,U
2019-07-01,32412,3,1663476027,U
2019-07-01,32413,3,1062490298,U
2019-08-01,32401,3,3213870574,U
2019-08-01,32402,3,3746428370,U
2019-08-01,32403,3,1221131264,U
2019-08-01,32404,3,2879887367,U
2019-08-01,32405,3,9538503342,U
2019-08-01,32406,3,1926613109,U
2019-08-01,32407,3,617206362,U
2019-08-01,32408,3,831875810,U
2019-08-01,32409,3,1641173490,U
2019-08-01,32410,3,1282320640,U
2019-08-01,32411,3,1021712205,U
2019-08-01,32412,3,1661016820,U
2019-08-01,32413,3,1054992241,U
2019-09-01,32401,3,2867851960,U
2019-09-01,32402,3,3445558585,U
2019-09-01,32403,3,1166562771,U
2019-09-01,32404,3,2678085385,U
2019-09-01,32405,3,8767635387,U
2019-09-01,32406,3,1811445148,U
2019-09-01,32407,3,577538542,U
2019-09-01,32408,3,760930821,U
2019-09-01,32409,3,1626367339,U
2019-09-01,32410,3,1216431378,U
2019-09-01,32411,3,964299878,U
2019-09-01,32412,3,1599949656,U
2019-09-01,32413,3,1008841192,U
2019-10-01,32401,3,2735942596,U
2019-10-01,32402,3,3338787055,U
2019-10-01,32403,3,1207008473,U
2019-10-01,32404,3,2655533013,U
2019-10-01,32405,3,8268513351,U
2019-10-01,32406,3,1755668378,U
2019-10-01,32407,3,585450639,U
2019-10-01,32408,3,754984541,U
2019-10-01,32409,3,1587871376,U
2019-10-01,32410,3,1206718257,U
2019-10-01,32411,3,941155453,U
2019-10-01,32412,3,1566467278,U
2019-10-01,32413,3,1024610041,U
2019-11-01,32401,3,2705010642,U
2019-11-01,32402,3,3328360011,U
2019-11-01,32403,3,1131631006,U
2019-11-01,32404,3,2638465172,U
2019-11-01,32405,3,8349253028,U
2019-11-01,32406,3,1796838051,U
2019-11-01,32407,3,593090032,U
2019-11-01,32408,3,776835503,U
2019-11-01,32409,3,1612153127,U
2019-11-01,32410,3,1217817551,U
2019-11-01,32411,3,981205639,U
2019-11-01,32412,3,1552804210,U
2019-11-01,32413,3,1046253151,U
2019-12-01,32401,3,2923122066,U
2019-12-01,32402,3,3467878517,U
2019-12-01,32403,3,1127206995,U
2019-12-01,32404,3,2824357342,U
2019-12-01,32405,3,8799647737,U
2019-12-01,32406,3,1946653812,U
2019-12-01,32407,3,628445824,U
2019-12-01,32408,3,828454254,U
2019-12-01,32409,3,1699023611,U
2019-12-01,32410,3,1269281580,U
2019-12-01,32411,3,1077525418,U
2019-12-01,32412,3,1676905646,U
2019-12-01,32413,3,1117911068,U
2020-01-01,32401,3,2713737670,U
2020-01-01,32402,3,2536528111,U
2020-01-01,32403,3,937600143,U
2020-01-01,32404,3,1994236111,U
2020-01-01,32405,3,6582255437,U
2020-01-01,32406,3,1311663084,U
2020-01-01,32407,3,559367548,U
2020-01-01,32408,3,599058233,U
2020-01-01,32409,3,1340053388,U
2020-01-01,32410,3,974006648,U
2020-01-01,32411,3,676306166,U
2020-01-01,32412,3,1204892421,U
2020-01-01,32413,3,773803506,U
2020-02-01,32401,3,1941292225,U
2020-02-01,32402,3,1586183472,U
2020-02-01,32403,3,559816220,U
2020-02-01,32404,3,1105008587,U
2020-02-01,32405,3,4186198669,U
2020-02-01,32406,3,767579683,U
2020-02-01,32407,3,391452632,U
2020-02-01,32408,3,367560486,U
2020-02-01,32409,3,952879173,U
2020-02-01,32410,3,598860218,U
2020-02-01,32411,3,413529941,U
2020-02-01,32412,3,757331882,U
2020-02-01,32413,3,495502348,U
2020-03-01,32401,3,2489565322,U
2020-03-01,32402,3,3113391657,U
2020-03-01,32403,3,1120919564,U
2020-03-01,32404,3,2532115803,U
2020-03-01,32405,3,7931925859,U
2020-03-01,32406,3,1716143680,U
2020-03-01,32407,3,798297452,U
2020-03-01,32408,3,728088388,U
2020-03-01,32409,3,1610470844,U
2020-03-01,32410,3,1078944896,U
2020-03-01,32411,3,850153214,U
2020-03-01,32412,3,1518735417,U
2020-03-01,32413,3,1065962987,U
2020-04-01,32401,3,2471469252,U
2020-04-01,32402,3,3213107740,U
2020-04-01,32403,3,1118297590,U
2020-04-01,32404,3,2616083547,U
2020-04-01,32405,3,8034769939,U
2020-04-01,32406,3,1785482556,U
2020-04-01,32407,3,867072983,U
2020-04-01,32408,3,767960419,U
2020-04-01,32409,3,1561802552,U
2020-04-01,32410,3,1159606603,U
2020-04-01,32411,3,930410521,U
2020-04-01,32412,3,1536186009,U
2020-04-01,32413,3,989798352,U
2020-05-01,32401,3,2676631375,U
2020-05-01,32402,3,4236481457,U
2020-05-01,32403,3,1164878484,U
2020-05-01,32404,3,2676746606,U
2020-05-01,32405,3,8492321689,U
2020-05-01,32406,3,1844089018,U
2020-05-01,32407,3,949083781,U
2020-05-01,32408,3,772278405,U
2020-05-01,32409,3,1680567875,U
2020-05-01,32410,3,1238648513,U
2020-05-01,32411,3,957701646,U
2020-05-01,32412,3,1617232441,U
2020-05-01,32413,3,1090026728,U
2020-06-01,32401,3,2876644412,U
2020-06-01,32402,3,4396952338,U
2020-06-01,32403,3,1146173249,U
2020-06-01,32404,3,2761643432,U
2020-06-01,32405,3,8994814439,U
2020-06-01,32406,3,1923416513,U
2020-06-01,32407,3,967524406,U
2020-06-01,32408,3,793298734,U
2020-06-01,32409,3,1737090267,U
2020-06-01,32410,3,1301293318,U
2020-06-01,32411,3,1027951374,U
2020-06-01,32412,3,1683183193,U
2020-06-01,32413,3,1109942225,U
2020-07-01,32401,3,3145816556,U
2020-07-01,32402,3,4688301439,U
2020-07-01,32403,3,1175577731,U
2020-07-01,32404,3,2945008117,U
2020-07-01,32405,3,9805527317,U
2020-07-01,32406,3,2098788726,U
2020-07-01,32407,3,976351059,U
2020-07-01,32408,3,868226123,U
2020-07-01,32409,3,1878684439,U
2020-07-01,32410,3,1355984165,U
2020-07-01,32411,3,1423809595,U
2020-07-01,32412,3,1769650350,U
2020-07-01,32413,3,1209282043,U
2020-08-01,32401,3,3505548469,U
2020-08-01,32402,3,4970071179,U
2020-08-01,32403,3,1281395705,U
2020-08-01,32404,3,3178982491,U
2020-08-01,32405,3,10399939839,U
2020-08-01,32406,3,2228293826,U
2020-08-01,32407,3,1051534122,U
2020-08-01,32408,3,911279167,U
2020-08-01,32409,3,1918632070,U
2020-08-01,32410,3,1393713115,U
2020-08-01,32411,3,1542021748,U
2020-08-01,32412,3,1824886432,U
2020-08-01,32413,3,1263835907,U
2020-09-01,32401,3,3066719636,U
2020-09-01,32402,3,4649015274,U
2020-09-01,32403,3,1295479784,U
2020-09-01,32404,3,3009931012,U
2020-09-01,32405,3,9659096139,U
2020-09-01,32406,3,2108987655,U
2020-09-01,32407,3,1011888103,U
2020-09-01,32408,3,879243652,U
2020-09-01,32409,3,1922282500,U
2020-09-01,32410,3,1374677181,U
2020-09-01,32411,3,1483036161,U
2020-09-01,32412,3,1719998006,U
2020-09-01,32413,3,1239063275,U
2020-10-01,32401,3,2837103389,U
2020-10-01,32402,3,4433470374,U
2020-10-01,32403,3,1239863248,U
2020-10-01,32404,3,2862587209,U
2020-10-01,32405,3,9093057327,U
2020-10-01,32406,3,2040995182,U
2020-10-01,32407,3,982304364,U
2020-10-01,32408,3,833150704,U
2020-10-01,32409,3,1904315094,U
2020-10-01,32410,3,1290425080,U
2020-10-01,32411,3,1497119549,U
2020-10-01,32412,3,1708710274,U
2020-10-01,32413,3,1195912083,U
2020-11-01,32401,3,2769473132,U
2020-11-01,32402,3,4568452526,U
2020-11-01,32403,3,1283336657,U
2020-11-01,32404,3,2943614807,U
2020-11-01,32405,3,9277854139,U
2020-11-01,32406,3,2610727012,U
2020-11-01,32407,3,1000462526,U
2020-11-01,32408,3,884860107,U
2020-11-01,32409,3,1927566457,U
2020-11-01,32410,3,1347293755,U
2020-11-01,32411,3,1585278322,U
2020-11-01,32412,3,1726474650,U
2020-11-01,32413,3,1239867135,U
2020-12-01,32401,3,3094498282,U
2020-12-01,32402,3,4925477819,U
2020-12-01,32403,3,1403285163,U
2020-12-01,32404,3,3227066782,U
2020-12-01,32405,3,9968720003,U
2020-12-01,32406,3,2804503537,U
2020-12-01,32407,3,1067419706,U
2020-12-01,32408,3,951161530,U
2020-12-01,32409,3,1901542650,U
2020-12-01,32410,3,1469230475,U
2020-12-01,32411,3,1720069112,U
2020-12-01,32412,3,1851551818,U
2020-12-01,32413,3,1325057541,U
2021-01-01,32401,3,3143575605,U
2021-01-01,32402,3,4658280032,U
2021-01-01,32403,3,1409013968,U
2021-01-01,32404,3,3103089203,U
2021-01-01,32405,3,9568499745,U
2021-01-01,32406,3,2722071190,U
2021-01-01,32407,3,1054099522,U
2021-01-01,32408,3,1008457871,U
2021-01-01,32409,3,2005170353,U
2021-01-01,32410,3,1434154702,U
2021-01-01,32411,3,1632015768,U
2021-01-01,32412,3,1806405301,U
2021-01-01,32413,3,1308895909,U
2021-02-01,32401,3,2411791954,U
2021-02-01,32402,3,2918222441,U
2021-02-01,32403,3,972508943,U
2021-02-01,32404,3,1844001579,U
2021-02-01,32405,3,6313690347,U
2021-02-01,32406,3,1668898819,U
2021-02-01,32407,3,829748168,U
2021-02-01,32408,3,706763947,U
2021-02-01,32409,3,1418884049,U
2021-02-01,32410,3,940306308,U
2021-02-01,32411,3,959832434,U
2021-02-01,32412,3,1221348773,U
2021-02-01,32413,3,832124249,U
2021-03-01,32401,3,2994556821,U
2021-03-01,32402,3,4781852567,U
2021-03-01,32403,3,1389773840,U
2021-03-01,32404,3,3126009639,U
2021-03-01,32405,3,9653430497,U
2021-03-01,32406,3,2765112992,U
2021-03-01,32407,3,1094191203,U
2021-03-01,32408,3,1087514770,U
2021-03-01,32409,3,2054782552,U
2021-03-01,32410,3,1380105717,U
2021-03-01,32411,3,1635899370,U
2021-03-01,32412,3,1778521034,U
2021-03-01,32413,3,1352547472,U
2021-04-01,32401,3,2841425028,U
2021-04-01,32402,3,4650497749,U
2021-04-01,32403,3,1419872118,U
2021-04-01,32404,3,3083672368,U
2021-04-01,32405,3,9468022228,U
2021-04-01,32406,3,2714373538,U
2021-04-01,32407,3,1049053073,U
2021-04-01,32408,3,1063046928,U
2021-04-01,32409,3,2013953135,U
